#ID        name                 Mass               Z                  spin               SN                 Tstart             Tend               Dtout              Seed             
227        151884290968058      22.331             0.002              0.0                rapid              zams               end                events         882320675248836  
228        615498722220670      18.442             0.002              0.0                rapid              zams               end                events         315687356458681  
229        876164905607133      52.739             0.002              0.0                rapid              zams               end                events         102589700207233  
230        443541635469881      12.844             0.002              0.0                rapid              zams               end                events         92653702637666   
231        320645255709579      11.413             0.002              0.0                rapid              zams               end                events         852205463246018  
232        288076862724478      40.011             0.002              0.0                rapid              zams               end                events         424275523002736  
233        307991872033913      48.649             0.002              0.0                rapid              zams               end                events         695502335607558  
234        150397333942165      10.172             0.002              0.0                rapid              zams               end                events         445744540749840  
235        946050327679769      68.339             0.002              0.0                rapid              zams               end                events         809899786527952  
236        156938167892865      25.349             0.002              0.0                rapid              zams               end                events         44855190386338   
237        216152660990559      13.339             0.002              0.0                rapid              zams               end                events         50849071678388   
238        370412921183585      10.683             0.002              0.0                rapid              zams               end                events         589693411963220  
239        519561109196976      91.152             0.002              0.0                rapid              zams               end                events         621202242181471  
240        560702426665610      88.655             0.002              0.0                rapid              zams               end                events         575067066768456  
241        484773987238627      16.210             0.002              0.0                rapid              zams               end                events         587382782565259  
242        488179035622378      11.435             0.002              0.0                rapid              zams               end                events         308343294005648  
243        941512018537486      11.155             0.002              0.0                rapid              zams               end                events         653774755885676  
244        173303071832607      50.530             0.002              0.0                rapid              zams               end                events         679979518440186  
245        510977114048598      80.121             0.002              0.0                rapid              zams               end                events         85941806769450   
246        927627386905463      28.985             0.002              0.0                rapid              zams               end                events         927207505420243  
247        978023375146362      53.806             0.002              0.0                rapid              zams               end                events         6369630209987    
248        365334369492830      10.773             0.002              0.0                rapid              zams               end                events         995651573552594  
249        123014723692241      11.567             0.002              0.0                rapid              zams               end                events         196635598540843  
250        521826778740599      13.988             0.002              0.0                rapid              zams               end                events         607808879066893  
251        434231509441014      12.268             0.002              0.0                rapid              zams               end                events         175816833720267  
252        586998471036543      13.636             0.002              0.0                rapid              zams               end                events         232359266407945  
