#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
587        476544568589085      8.649              0.002              0.0                compact            zams               2.471              0.002              0.0                compact            zams               1.81e+03           0.729              end                events         224959170869525  
588        216022968394866      8.810              0.002              0.0                compact            zams               5.765              0.002              0.0                compact            zams               341                0.705              end                events         621468857304628  
589        903090103475406      21.564             0.002              0.0                compact            zams               3.690              0.002              0.0                compact            zams               53.7               0.454              end                events         130267766905663  
590        748245690553166      35.041             0.002              0.0                compact            zams               4.837              0.002              0.0                compact            zams               46.7               0.301              end                events         363167045993977  
591        799039687415814      11.861             0.002              0.0                compact            zams               5.490              0.002              0.0                compact            zams               2.3e+03            0.255              end                events         343475430950890  
593        487376873542057      7.807              0.002              0.0                compact            zams               6.709              0.002              0.0                compact            zams               163                0.879              end                events         752814001825848  
594        823765083190376      29.670             0.002              0.0                compact            zams               26.344             0.002              0.0                compact            zams               1.75e+03           0.00685            end                events         971000976145056  
595        120348293020724      5.577              0.002              0.0                compact            zams               3.688              0.002              0.0                compact            zams               223                0.862              end                events         845536377723659  
596        865107530875516      21.605             0.002              0.0                compact            zams               4.541              0.002              0.0                compact            zams               278                0.044              end                events         882035490010272  
597        264957229865274      11.982             0.002              0.0                compact            zams               10.741             0.002              0.0                compact            zams               77.2               0.198              end                events         69759613306167   
598        525970910549490      33.594             0.002              0.0                compact            zams               9.485              0.002              0.0                compact            zams               3.38e+03           0.0536             end                events         316235121388617  
599        178123400557567      5.396              0.002              0.0                compact            zams               3.889              0.002              0.0                compact            zams               1.09e+04           6.64e-05           end                events         805919278964119  
600        737923179888626      5.069              0.002              0.0                compact            zams               4.120              0.002              0.0                compact            zams               9.95e+03           0.672              end                events         788162814500490  
601        383400004346714      14.176             0.002              0.0                compact            zams               5.591              0.002              0.0                compact            zams               38.5               0.041              end                events         967809167984901  
602        172086746439611      16.441             0.002              0.0                compact            zams               8.722              0.002              0.0                compact            zams               311                0.0133             end                events         394427965096895  
603        920483209081386      6.320              0.002              0.0                compact            zams               2.640              0.002              0.0                compact            zams               436                0.0635             end                events         417611262577073  
604        400807350325298      7.931              0.002              0.0                compact            zams               2.310              0.002              0.0                compact            zams               15.5               0.00191            end                events         842300674050971  
605        292599773355478      6.234              0.002              0.0                compact            zams               2.164              0.002              0.0                compact            zams               71.9               0.327              end                events         503362924676856  
606        853040508543579      16.639             0.002              0.0                compact            zams               15.090             0.002              0.0                compact            zams               4.91e+03           0.308              end                events         499191975344055  
607        431543744706746      17.331             0.002              0.0                compact            zams               3.461              0.002              0.0                compact            zams               20.9               0.107              end                events         951432283002801  
608        162890023161430      6.513              0.002              0.0                compact            zams               3.448              0.002              0.0                compact            zams               24.9               0.412              end                events         635661823928079  
609        456983275223100      8.400              0.002              0.0                compact            zams               7.646              0.002              0.0                compact            zams               1.58e+03           0.163              end                events         270152967031474  
610        497553833759433      24.729             0.002              0.0                compact            zams               15.828             0.002              0.0                compact            zams               1.36e+03           0.131              end                events         90068525182652   
612        765793553617613      6.216              0.002              0.0                compact            zams               2.181              0.002              0.0                compact            zams               1.86e+04           0.0736             end                events         723761474909985  
613        962983625306877      5.081              0.002              0.0                compact            zams               4.392              0.002              0.0                compact            zams               18.4               0.0978             end                events         277736077918214  
614        424040389998816      5.254              0.002              0.0                compact            zams               4.233              0.002              0.0                compact            zams               7e+03              0.0403             end                events         920125143151677  
615        286580652574056      10.250             0.002              0.0                compact            zams               5.111              0.002              0.0                compact            zams               1.38e+03           0.00727            end                events         243361792167034  
617        976712913066744      7.918              0.002              0.0                compact            zams               2.467              0.002              0.0                compact            zams               163                0.113              end                events         676650246133938  
618        722773002930608      5.084              0.002              0.0                compact            zams               3.190              0.002              0.0                compact            zams               88.1               0.452              end                events         773728846609267  
619        246436743523712      5.168              0.002              0.0                compact            zams               2.051              0.002              0.0                compact            zams               33.6               2.35e-05           end                events         732130636467589  
620        322079995322250      5.628              0.002              0.0                compact            zams               5.463              0.002              0.0                compact            zams               1.34e+03           0.769              end                events         427972560769141  
621        156944243035774      5.892              0.002              0.0                compact            zams               4.659              0.002              0.0                compact            zams               5.58e+03           0.836              end                events         653734929205885  
622        797226231197309      9.947              0.002              0.0                compact            zams               8.278              0.002              0.0                compact            zams               20.2               0.0999             end                events         500084282475011  
624        667498697771858      5.092              0.002              0.0                compact            zams               2.538              0.002              0.0                compact            zams               13.5               0.0103             end                events         663626249302931  
625        969511759586600      15.040             0.002              0.0                compact            zams               3.190              0.002              0.0                compact            zams               152                0.181              end                events         382820466442092  
626        782797019905738      8.404              0.002              0.0                compact            zams               4.536              0.002              0.0                compact            zams               7.01e+03           0.011              end                events         538813151427084  
627        861680791965736      11.469             0.002              0.0                compact            zams               5.466              0.002              0.0                compact            zams               51.3               0.145              end                events         388720881998785  
628        144982377975828      12.372             0.002              0.0                compact            zams               3.356              0.002              0.0                compact            zams               1.51e+03           0.86               end                events         815762575320117  
630        569885511857925      5.342              0.002              0.0                compact            zams               3.120              0.002              0.0                compact            zams               1.12e+03           0.204              end                events         385968489732648  
631        302230934761098      8.950              0.002              0.0                compact            zams               8.733              0.002              0.0                compact            zams               45.3               0.259              end                events         936639467839479  
634        699496893849374      6.207              0.002              0.0                compact            zams               2.564              0.002              0.0                compact            zams               63.7               0.268              end                events         168967738445698  
635        990547947692698      8.070              0.002              0.0                compact            zams               3.617              0.002              0.0                compact            zams               26                 0.0668             end                events         667871403434883  
636        594886928234029      14.266             0.002              0.0                compact            zams               7.163              0.002              0.0                compact            zams               996                0.442              end                events         936664569121653  
637        893160864401038      5.600              0.002              0.0                compact            zams               3.750              0.002              0.0                compact            zams               64.2               0.519              end                events         453483716289518  
639        558345922425099      8.290              0.002              0.0                compact            zams               7.973              0.002              0.0                compact            zams               2.82e+03           0.723              end                events         55916458564267   
640        120677688044012      9.824              0.002              0.0                compact            zams               9.631              0.002              0.0                compact            zams               4.81e+03           0.00195            end                events         71162702869769   
641        366026146923307      7.927              0.002              0.0                compact            zams               4.043              0.002              0.0                compact            zams               104                0.0208             end                events         818578996676273  
643        913540158262461      16.956             0.002              0.0                compact            zams               15.220             0.002              0.0                compact            zams               92.4               0.284              end                events         584901528076929  
645        420995224209553      8.754              0.002              0.0                compact            zams               2.723              0.002              0.0                compact            zams               73.5               0.61               end                events         457280717889746  
646        538191460430737      9.119              0.002              0.0                compact            zams               6.055              0.002              0.0                compact            zams               221                0.787              end                events         644530744491208  
647        643494767104320      66.867             0.002              0.0                compact            zams               15.729             0.002              0.0                compact            zams               2.94e+04           0.645              end                events         701743623654651  
648        629604893071905      5.657              0.002              0.0                compact            zams               4.604              0.002              0.0                compact            zams               6.95e+03           0.482              end                events         849784214679637  
649        627220338694517      6.722              0.002              0.0                compact            zams               3.532              0.002              0.0                compact            zams               1.4e+03            4.61e-05           end                events         799522849224144  
651        754050977948566      8.127              0.002              0.0                compact            zams               7.296              0.002              0.0                compact            zams               356                0.0994             end                events         465932144492285  
653        540708875167993      7.225              0.002              0.0                compact            zams               3.200              0.002              0.0                compact            zams               85.4               0.261              end                events         691712632769862  
654        810004899663337      6.755              0.002              0.0                compact            zams               5.343              0.002              0.0                compact            zams               30                 0.123              end                events         63767202961735   
655        252321481272518      8.790              0.002              0.0                compact            zams               7.812              0.002              0.0                compact            zams               21.2               7.58e-05           end                events         939153890982262  
657        854535483749421      5.492              0.002              0.0                compact            zams               4.670              0.002              0.0                compact            zams               327                0.355              end                events         726448026977854  
658        205626316685029      11.894             0.002              0.0                compact            zams               3.555              0.002              0.0                compact            zams               1.37e+04           0.0279             end                events         715096328580663  
